Subject Code*,Title*,Course Description*,Credit Hours*,Class Notes*,Registration Restrictions*,Degree Plans*,Skills Learned*,,,,,
CSCI-5929*,HCI: Survey and Synthesis 2*,"Studies recent advances in human-computer interaction through critical analysis of influential papers and self-guided research. Examines new paradigms in input, output, and visualization for technology design and interaction. Considers innovative methods to assess various population design and technological needs. Studies in computer-related fields, social science, business, media arts and communications benefit learning about human-centered computing research. *",3*,None available (FA24-FA26)*,Restricted to graduate students only. Recommended: Prerequisite: CSCI 5919*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*",Not Available*,,,,,
CSCI-6402*,Issues and Methods in Cognitive Science*,"Interdisciplinary introduction to cognitive science, examining ideas from cognitive psychology, philosophy, education, and linguistics via computational modeling and psychological experimentation. Includes philosophy of mind; learning; categorization; vision and mental imagery; consciousness; problem solving; decision making, and game-theory; language processing; connectionism. No background in Computer Science will be presumed. Equivalent - Duplicate Degree Credit Not Granted: EDUC 6504 and LING 6200 and PHIL 6310 and PSYC 6200 and SLHS 6402 *",3*,"(SP26) Until open enrollment date, registration is restricted to Computer Science graduate students only. Non-CS students can waitlist before that date. The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance.*",Restricted to graduate students only. No background in Computer Science will be presumed. *,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective ; AINT-MSAI: Elective*",Not Available*,,,,,
ATLS-5809*,Computer Animation*," Develops a firm understanding of the general principles of computer animation. Lectures cover the creation of models, materials, textures, surfaces, and lighting. Path and key frame animation, particle dynamics, and rendering are introduced. Students are assigned a number of animation tutorials to carry out. Equivalent - Duplicate Degree Credit Not Granted: ATLS 4809 and CSCI 4809 and CSCI 5809 *",3*,None available (FA24-FA26)*,Requisites: Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE - since CSCI 5809 and ATLS 5809 are cross-listed, ATLS 5809 does not count against non-CS course limit. However,  ATLS 5809 is limited to ATLS graduate students. ; AINT-MSAI: Elective*",Not Available*,,,,,
CSCI-5809*,Computer Animation*,"Develops a firm understanding of the general principles of computer animation. Lectures cover the creation of models, materials, textures, surfaces, and lighting. Path and key frame animation, particle dynamics, and rendering are introduced. Students are assigned a number of animation tutorials to carry out. Equivalent - Duplicate Degree Credit Not Granted: CSCI 4809 and ATLS 4809 and ATLS 5809 *",3*,None available (FA24-FA26)*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE - since CSCI 5809 and ATLS 5809 are cross-listed, ATLS 5809 does not count against non-CS course limit. However, ATLS 5809 is limited to ATLS graduate students. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5919*,HCI: Survey and Synthesis 1*,"Examines the interdisciplinary field of human-centered computing through a comprehensive content and historical survey. Considers new trajectories of inquiry and how the field merges with others. Social computing, is emphasized as a central topic. Students across disciplines will find the course foundational for understanding human-centered technology matters, including computer scientists, information scientists, social scientists, and business and media arts students. Equivalent - Duplicate Degree Credit Not Granted: CSCI 5919 *",3*,None available (FA24-FA26)*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE - since CSCI 5919 and INFO 5919 are cross-listed, INFO 5919 does not count against non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
CSCI-5919*,HCI: Survey and Synthesis 1*,"Examines the interdisciplinary field of human-centered computing through a comprehensive content and historical survey. Considers new trajectories of inquiry and how the field merges with others. Social computing, is emphasized as a central topic. Students across disciplines will find the course foundational for understanding human-centered technology matters, including computer scientists, information scientists, social scientists, and business and media arts students. Equivalent - Duplicate Degree Credit Not Granted: INFO 5919 *",3*,(SP26) The waitlist for this class is automatically re-sequenced to allow first priority to CS PhD students and second priority to CS masters students. Student may be dropped from course for non-attendance.*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE - since CSCI 5919 and INFO 5919 are cross-listed, INFO 5919 does not count against non-CS course limit. However, INFO 5919 is limited to INFO graduate students. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5611*,Ubiuitous Computing (UbiComp) Experience Design*,"Introduces the field of ubiquitous computing, including sensors, ambient displays, tangibles, mobility, location awareness and context awareness. These topics are explored from a user-centered design perspectives, focusing on how a situated models of computing affect requirements gathering, interaction design, prototyping and evaluation. Students gain mastery with contemporary ""UbiComp"" technologies and learn to incorporate them into a user-centered design process. Equivalent - Duplicate Degree Credit Not Granted: INFO 4611 *",3*,(SP25) None*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE: counts against non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5502*,Online Communities*,"Explores practical and theoretical topics in online communities through inquiry into one or more particular online communities. Student projects will explore online communities as social and technical systems, including their alignment with conceptualizations of community, expressed and apparent interests, nature of membership and participation, history, participants' motivations for involvement, and explicit, implicit, and infrastructural features that enable and constrain behaviors. Equivalent - Duplicate Degree Credit Not Granted: INFO 3502 *",3*,(SP25) None*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE: counts against non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5601*,Information Ethics and Policy*,"Explores ethical and legal complexities of information and communication technology. By combining real-world inquiry with creative speculation, students will probe everyday ethical dilemmas they face as digital consumers, creators and coders, as well as relevant policy. Explores themes such as privacy, intellectual property, social justice, free speech, artificial intelligence, social media and ethical lessons from science fiction. Equivalent - Duplicate Degree Credit Not Granted: INFO 4601 *",3*,(FA25) None*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE: counts against non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5605*,Ethnographic Research for Applied Settings*,"Demonstrates the power of ethnography as an investigative approach that is useful in design, evaluation and question formation for information scientists across all workforce sectors. Teaches students how to be keen observers of the unusual as well as the everyday to reveal meaningful insights that elaborate information science projects. Equivalent - Duplicate Degree Credit Not Granted: INFO 4605 *",3*,(SP25) None*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE: counts against non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5501*,Open Collaboration*,"Analyzes the mechanisms of peer production and crowdsourcing systems like Wikipedia and OpenStreetMap. Students will investigate how these crowdsourced platforms work socially and technically, develop skills using tools for their analysis and critically evaluate platform and community limitations. Equivalent - Duplicate Degree Credit Not Granted: INFO 3501 *",3*,None available (FA24-FA26)*,Restricted to graduate students only.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE: counts against non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
INFO-5602*,Information Visualization*,"Explores the design, development and evaluation of information visualizations. Covers visual representations of data and provides hands-on experience with using and building exploratory tools and data narratives. Students create visualizations for a variety of domains and applications, working with stakeholders and their data. Covers interactive systems, user-centered and graphic design, perception, data storytelling and analysis, and insight generation. Programming knowledge is strongly encouraged. Equivalent - Duplicate Degree Credit Not Granted: INFO 4602 *",3*,(FA26) 002: This is a core class for MSDS graduate students. The class is specifically reserved for MSDS graduate students. Non-MSDS graduate students should seek instructor permission or may be administratively dropped. 100: None*,Restricted to graduate students only. Recommended: Programming knowledge is strongly encouraged.*,"CSEN-PhD: Depth; CSEN-MS: Elective; CSEN-MSCPS: Elective, HCC Subplan; NTEN-MSNE: Elective. NOTE: counts against non-CS course limit. CSCI 7000 section of the same name counts the same as but it does NOT countagainst the non-CS course limit. ; AINT-MSAI: Elective*",Not Available*,,,,,
